dbn,neighborhood,total_students,hs_enroll,non_hs,grades2018,PK,Grade_K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Borough,finalgrades,program1,program2,program3,program4,program5,program6,program7,program8,program9,program10,language_classes,advancedplacement_courses,diplomaendorsements,graduation_rate,attendance_rate,pct_stu_enough_variety,college_career_rate,specialized,admissionspriority11,admissionspriority21,Year,n_Female,pct_Female,n_Male,pct_Male,n_Asian,pct_Asian,n_Black,pct_Black,n_Hispanic,pct_Hispanic,n_Multiple_Race_Categories_Not_Represented,pct_Multiple_Race_Categories_Not_Represented,n_White,pct_White,n_Students_with_Disabilities,pct_Students_with_Disabilities,n_English_Language_Learners,pct_English_Language_Learners,n_Poverty,pct_Poverty,Economic_Need_Index,graduation_quartile
02M280,Chinatown,367,445,0,9 to 14,0,0,0,0,0,0,0,0,0,0,114,119,99,113,MANHATTAN,9 to 14,Manhattan Early College School for Advertising,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,AP U.S. History,NA,NA,0.76,0.7,NA,NA,Priority to Manhattan students or residents,Then to New York City residents,2019-20,233,0.524,212,0.476,47,0.106,154,0.346,203,0.456,17,0.038,24,0.054,75,0.169,21,0.047,330,74.2%,77.3%,NA
06M348,Washington Heights N.,815,383,474,K to 12,33,42,44,29,36,34,31,87,87,84,104,95,97,87,MANHATTAN,K to 12,Washington Heights Expeditionary Learning School for New Students,Washington Heights Expeditionary Learning School for Current Students,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP Spanish",NA,0.71,0.77,0.67,0.51,NA,Priority to District 6 students or residents,Then to New York City residents,2019-20,414,0.465,476,0.535,8,0.009,25,0.028,816,0.917,8,0.009,33,0.037,202,0.227,149,0.167,753,84.6%,85.6%,1
13K439,DUMBO-Downtown Brooklyn,354,338,0,9 to 12,0,0,0,0,0,0,0,0,0,0,64,106,91,77,BROOKLYN,9 to 12,Brooklyn International High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.96,0.96,0.66,NA,NA,NA,2019-20,151,0.447,187,0.553,83,0.246,68,0.201,153,0.453,0,0,34,0.101,9,0.027,276,0.817,279,82.5%,Above 95%,2
07X500,Melrose S.-Mott Haven N.,508,371,164,6 to 12,0,0,0,0,0,0,0,67,51,46,100,100,90,81,BRONX,6 to 12,Hostos-Lincoln Academy of Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,AP Spanish,NA,0.8,0.86,0.6,0.73,NA,Priority to continuing 8th graders,Then to New York City residents,2019-20,258,0.482,277,0.518,11,0.021,140,0.262,373,0.697,5,0.009,6,0.011,103,0.193,16,0.03,445,83.2%,87.5%,2
14K614,Bushwick,406,261,124,6 to 12,0,0,0,0,0,0,0,41,39,44,95,64,60,42,BROOKLYN,6 to 12,The Young Women's Leadership School of Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP Computer Science, AP English Language and Composition, AP English Literature and Composition",NA,1.05,0.93,0.61,1.02,NA,Priority to continuing 8th graders,Then to Brooklyn students or residents,2019-20,385,1,0,0,12,0.031,170,0.442,179,0.465,13,0.034,11,0.029,85,0.221,29,0.075,309,80.3%,82.7%,4
07X522,Melrose S.-Mott Haven N.,504,382,0,9 to 12,0,0,0,0,0,0,0,0,0,0,133,89,60,100,BRONX,9 to 12,Building Construction and Technology,Architecture and Design,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish",AP U.S. History,CTE,0.71,1,0.88,0.5,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,52,0.136,330,0.864,1,0.003,106,0.277,267,0.699,4,0.01,4,0.01,141,0.369,34,0.089,346,90.6%,90.0%,1
07X473,Melrose S.-Mott Haven N.,358,302,0,9 to 12,0,0,0,0,0,0,0,0,0,0,104,93,51,54,BRONX,9 to 12,Mott Haven Village Preparatory High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP English Literature and Composition, AP U.S. History",NA,0.63,0.92,0.77,0.57,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,132,0.437,170,0.563,4,0.013,87,0.288,206,0.682,4,0.013,1,0.003,90,0.298,47,0.156,Above 95%,Above 95%,93.5%,1
18K617,Canarsie,255,208,0,9 to 12,0,0,0,0,0,0,0,0,0,0,58,51,48,51,BROOKLYN,9 to 12,High School for Innovation in Advertising and Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP Statistics",CTE,0.86,1.05,0.81,0.65,NA,Open to New York City residents,NA,2019-20,43,0.207,165,0.793,5,0.024,173,0.832,18,0.087,3,0.014,9,0.043,49,0.236,11,0.053,162,77.9%,77.4%,3
10X351,Van Cortlandt Village,553,560,1,9 to 12,0,0,0,0,0,0,0,0,0,1,138,164,150,108,BRONX,9 to 12,Bronx Collaborative High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japanese, Spanish",NA,NA,0.5,0.79,0.82,NA,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,282,0.503,279,0.497,18,0.032,157,0.28,355,0.633,10,0.018,21,0.037,121,0.216,96,0.171,453,80.7%,87.1%,1
25Q460,Flushing,1692,1483,0,9 to 12,0,0,0,0,0,0,0,0,0,0,447,495,260,281,QUEENS,9 to 12,Thurgood Marshall Law Pathway,Science Research Pathway,Business Entrepreneurship Pathway,Zoned,NA,NA,NA,NA,NA,NA,"Mandarin, Spanish","AP Biology, AP Chemistry, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP European History, AP Physics, AP Spanish, AP U.S. History, AP World History","CTE, Math",0.68,0.97,0.86,0.48,NA,Open to New York City residents,NA,2019-20,725,0.489,758,0.511,241,0.163,242,0.163,913,0.616,46,0.031,41,0.028,188,0.127,290,0.196,1187,80.0%,79.9%,1
30Q502,Hunters Point-Sunnyside,1007,976,0,9 to 12,0,0,0,0,0,0,0,0,0,0,279,245,236,216,QUEENS,9 to 12,Information Technology,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP Calculus AB, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Spanish, AP U.S. History, AP World History",CTE,0.87,0.93,0.82,0.61,NA,NA,NA,2019-20,262,0.268,714,0.732,179,0.183,108,0.111,616,0.631,8,0.008,65,0.067,192,0.197,66,0.068,759,77.8%,78.0%,3
30Q445,Astoria,2394,2287,0,9 to 12,0,0,0,0,0,0,0,0,0,0,707,546,482,552,QUEENS,9 to 12,Forensic Science and Law Academy,Business and Technology Institute,Performing Arts Institute,AVID,Math and Science Academy,Zoned,NA,NA,NA,NA,"Bengali, French, Greek, Spanish","AP Biology, AP Calculus AB, AP Calculus BC, AP Chemistry, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Physics, AP Spanish, AP Statistics, AP U.S. Government and Politics, AP U.S. History, AP World History","Math, Science",0.75,0.93,0.91,0.54,NA,Priority to Queens students or residents,Then to New York City residents,2019-20,1023,0.447,1264,0.553,596,0.261,160,0.07,1218,0.533,28,0.012,285,0.125,334,0.146,367,0.16,1915,83.7%,81.0%,2
10X268,Van Cortlandt Village,470,434,0,9 to 12,0,0,0,0,0,0,0,0,0,0,83,99,162,90,BRONX,9 to 12,Kingsbridge International High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP Psychology, AP Statistics",NA,0.62,0.94,0.84,0.35,NA,NA,NA,2019-20,203,0.468,231,0.532,11,0.025,10,0.023,403,0.929,4,0.009,6,0.014,21,0.048,376,0.866,Above 95%,Above 95%,Above 95%,1
06M552,Washington Heights S.,524,521,0,9 to 12,0,0,0,0,0,0,0,0,0,0,93,144,148,136,MANHATTAN,9 to 12,Bilingual Spanish Science & Mathematics,Dual Language Spanish,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Calculus AB, AP Computer Science, AP Environmental Science, AP Music Theory, AP Physics, AP Spanish","Math, Science",0.69,0.93,0.91,0.49,NA,Priority to Manhattan students or residents who have lived in the United States two years or fewer and whose home language is Spanish,Then to Bronx students or residents who have lived in the United States two years or fewer and whose home language is Spanish,2019-20,287,0.551,234,0.449,0,0,0,0,521,1,0,0,0,0,13,0.025,403,0.774,478,91.7%,Above 95%,1
11X542,Bronxdale,501,495,0,9 to 12,0,0,0,0,0,0,0,0,0,0,135,128,110,122,BRONX,9 to 12,Pelham Preparatory Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Spanish, AP U.S. Government and Politics, AP U.S. History, AP World History",NA,0.91,0.91,0.72,0.69,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,229,0.463,266,0.537,41,0.083,132,0.267,263,0.531,12,0.024,47,0.095,123,0.248,31,0.063,373,75.4%,76.7%,3
03M541,Lincoln Square,442,455,0,9 to 12,0,0,0,0,0,0,0,0,0,0,120,112,111,112,MANHATTAN,9 to 12,Manhattan/Hunter Science High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Computer Science, AP English Language and Composition","Math, Science",0.96,0.94,0.75,0.85,NA,Open to New York City residents,NA,2019-20,274,0.602,181,0.398,123,0.27,80,0.176,131,0.288,25,0.055,96,0.211,65,0.143,2,0.004,278,61.1%,55.5%,4
05M499,Central Harlem North,1362,837,235,6 to 12,0,0,0,0,0,0,0,60,94,81,248,191,197,201,MANHATTAN,6 to 12,Frederick Douglass Academy for the Humanities (FDAH),"Science, Technology, Engineering, and Mathematics (STEM)",Frederick Douglass Academy for New Arrivals,NA,NA,NA,NA,NA,NA,NA,"French, Japanese, Spanish","AP Biology, AP Calculus AB, AP Computer Science, AP English Literature and Composition, AP European History, AP French, AP Microeconomics, AP Spanish, AP Statistics",NA,1.04,1.13,1.02,0.75,NA,Priority to continuing 8th graders,"Then to Districts 3, 4, and 5 students or residents",2019-20,502,0.468,570,0.532,15,0.014,704,0.657,316,0.295,17,0.016,20,0.019,197,0.184,59,0.055,890,83.0%,83.3%,4
14K477,Bushwick,335,291,0,9 to 12,0,0,0,0,0,0,0,0,0,0,74,89,56,72,BROOKLYN,9 to 12,Legal Studies,Computer Forensics Program,Instrumental Music,NA,NA,NA,NA,NA,NA,NA,"Cantonese, Spanish","AP Computer Science, AP English Literature and Composition, AP Spanish, AP U.S. History",NA,0.74,0.89,0.86,0.35,NA,Open to New York City residents,NA,2019-20,137,0.471,154,0.529,1,0.003,89,0.306,194,0.667,3,0.01,4,0.014,45,0.155,98,0.337,267,91.8%,89.2%,2
22K425,Madison,3657,3878,0,9 to 12,0,0,0,0,0,0,0,0,0,0,1127,1102,877,772,BROOKLYN,9 to 12,Information Technology,Law Institute,Zoned,NA,NA,NA,NA,NA,NA,NA,"French, Italian, Mandarin, Russian, Spanish","AP Biology, AP Calculus AB, AP Calculus BC, AP Chemistry, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Human Geography, AP Macroeconomics, AP Psychology, AP Spanish, AP Statistics, AP U.S. Government and Politics, AP U.S. History, AP World History","Math, Science",0.78,0.89,0.82,0.6,NA,NA,NA,2019-20,1640,0.423,2238,0.577,775,0.2,560,0.144,688,0.177,38,0.01,1817,0.469,597,0.154,468,0.121,2873,74.1%,65.5%,2
31R064,Todt Hill-Heartland Village,439,420,0,9 to 12,0,0,0,0,0,0,0,0,0,0,112,124,97,87,STATEN IS,9 to 12,Gaynor McCown Expeditionary Learning School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP English Literature and Composition, AP Spanish, AP U.S. History",NA,0.95,0.95,0.64,0.83,NA,Priority to Staten Island students or residents,Then to New York City residents,2019-20,237,0.564,183,0.436,9,0.021,38,0.09,102,0.243,34,0.081,237,0.564,126,0.3,6,0.014,203,48.3%,42.7%,4
32K545,Bushwick,498,461,0,9 to 12,0,0,0,0,0,0,0,0,0,0,108,114,117,122,BROOKLYN,9 to 12,Public Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition, AP U.S. History",NA,0.77,0.94,0.84,0.43,NA,Priority to District 32 students or residents,"Then to Districts 13, 19 and 23 students or residents",2019-20,226,0.49,235,0.51,3,0.007,45,0.098,401,0.87,2,0.004,10,0.022,115,0.249,81,0.176,403,87.4%,90.0%,2
02M399,Gramercy,327,274,0,9 to 12,0,0,0,0,0,0,0,0,0,0,76,80,44,74,MANHATTAN,9 to 12,High School for Language and Diplomacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandarin, Spanish","AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP U.S. Government and Politics","Math, Science",0.97,0.98,0.58,0.86,NA,Priority to Manhattan students or residents,Then to New York City residents,2019-20,142,0.518,132,0.482,51,0.186,57,0.208,145,0.529,7,0.026,14,0.051,51,0.186,29,0.106,223,81.4%,86.1%,4
11X288,Bronxdale,616,569,0,9 to 12,0,0,0,0,0,0,0,0,0,0,143,149,141,136,BRONX,9 to 12,Collegiate Institute for Math and Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP Calculus AB, AP Chemistry, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Spanish, AP Statistics, AP U.S. History, AP World History","Math, Science",0.97,0.97,0.87,0.88,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,246,0.432,323,0.568,69,0.121,187,0.329,220,0.387,11,0.019,82,0.144,93,0.163,18,0.032,422,74.2%,74.1%,4
12X511,Crotona Park East,429,393,0,9 to 12,0,0,0,0,0,0,0,0,0,0,113,95,111,74,BRONX,9 to 12,Bronx Envision,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandarin, Spanish","AP Biology, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Studio Art: 2-D Design, AP U.S. History",Arts,0.7,0.88,0.75,0.55,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,204,0.519,189,0.481,6,0.015,128,0.326,247,0.628,5,0.013,7,0.018,111,0.282,58,0.148,339,86.3%,92.0%,1
01M696,Lower East Side,588,613,0,9 to 12,0,0,0,0,0,0,0,0,0,0,164,167,163,119,MANHATTAN,9 to 12,Early College,NA,NA,NA,NA,NA,NA,NA,NA,NA,"German, Greek, Latin, Mandarin, Spanish",NA,NA,0.95,0.91,0.86,0.94,NA,Open to New York City residents,NA,2019-20,350,0.571,263,0.429,163,0.266,78,0.127,121,0.197,20,0.033,231,0.377,65,0.106,0,0,254,41.4%,41.4%,4
21K620,Brighton Beach,458,453,0,9 to 12,0,0,0,0,0,0,0,0,0,0,184,127,69,73,BROOKLYN,9 to 12,Culinary Arts,Information Technology,Health Career Profession,Automotive Technology,Construction Technology Academy,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP U.S. History",CTE,0.72,0.83,0.84,0.22,NA,Open to New York City residents,NA,2019-20,120,0.265,333,0.735,23,0.051,230,0.508,123,0.272,9,0.02,68,0.15,171,0.377,36,0.079,397,87.6%,84.0%,1
02M534,West Village,487,440,0,9 to 12,0,0,0,0,0,0,0,0,0,0,116,104,109,111,MANHATTAN,9 to 12,Harvest Collegiate High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP English Literature and Composition, AP Macroeconomics, AP U.S. History",NA,0.96,0.94,0.94,0.87,NA,Priority to Manhattan students or residents,Then to New York City residents,2019-20,252,0.573,188,0.427,25,0.057,87,0.198,221,0.502,24,0.055,83,0.189,104,0.236,14,0.032,292,66.4%,67.4%,4
17K531,Prospect Lefferts Gardens,441,326,0,9 to 12,0,0,0,0,0,0,0,0,0,0,87,86,79,74,BROOKLYN,9 to 12,The School for Human Rights,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Biology, AP Computer Science, AP English Literature and Composition",NA,1,1.24,1.04,0.66,NA,Priority to continuing 8th graders,Then to Brooklyn students or residents,2019-20,151,0.463,175,0.537,7,0.021,278,0.853,28,0.086,7,0.021,6,0.018,61,0.187,23,0.071,273,83.7%,78.4%,4
02M605,Chelsea-Union Sq,235,261,0,9 to 12,0,0,0,0,0,0,0,0,0,0,59,75,67,60,MANHATTAN,9 to 12,Humanities Preparatory Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arabic, French","AP Computer Science, AP Environmental Science, AP U.S. History",NA,NA,0.77,0.74,NA,NA,Priority to Manhattan students or residents,Then to New York City residents,2019-20,142,0.544,119,0.456,19,0.073,60,0.23,157,0.602,8,0.031,17,0.065,49,0.188,11,0.042,212,81.2%,79.7%,NA
22K611,Sheepshead Bay,427,407,0,9 to 12,0,0,0,0,0,0,0,0,0,0,101,116,89,101,BROOKLYN,9 to 12,Origins High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italian, Mandarin, Russian","AP Biology, AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP World History",NA,0.8,0.87,0.85,NA,NA,Priority to Brooklyn students or residents,Then to New York City residents,2019-20,201,0.494,206,0.506,90,0.221,122,0.3,53,0.13,9,0.022,133,0.327,48,0.118,117,0.287,325,79.9%,83.7%,2
02M392,Chelsea-Union Sq,423,406,0,9 to 12,0,0,0,0,0,0,0,0,0,0,102,98,111,95,MANHATTAN,9 to 12,Manhattan Business Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Biology, AP English Language and Composition, AP Statistics",CTE,0.9,0.91,0.86,0.8,NA,Priority to Manhattan students or residents,Then to New York City residents,2019-20,180,0.443,226,0.557,17,0.042,88,0.217,275,0.677,8,0.02,18,0.044,82,0.202,25,0.062,354,87.2%,85.1%,3
10X546,Spuyten Duyvil-Kingsbridge,389,328,0,9 to 12,0,0,0,0,0,0,0,0,0,0,97,76,79,76,BRONX,9 to 12,Theater Design and Technology,Performance and Production,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Literature and Composition, AP Spanish, AP Studio Art: 2-D Design, AP U.S. History",Arts,0.78,0.93,1,0.55,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,222,0.677,106,0.323,3,0.009,104,0.317,203,0.619,8,0.024,10,0.03,77,0.235,12,0.037,277,84.5%,89.1%,2
03M859,Lincoln Square,314,175,131,K to 12,0,13,14,15,15,15,15,14,12,18,38,41,48,48,MANHATTAN,K to 12,"Voice, Instrument, and Composition",NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP Music Theory, AP Statistics, AP U.S. Government and Politics, AP U.S. History","Arts, Math",1.01,0.97,0.89,NA,NA,Priority to continuing 8th graders,Then to New York City residents,2019-20,153,0.5,153,0.5,43,0.141,22,0.072,46,0.15,54,0.176,141,0.461,36,0.118,2,0.007,53,17.3%,28.0%,4
18K567,Canarsie,362,338,0,9 to 12,0,0,0,0,0,0,0,0,0,0,81,83,92,82,BROOKLYN,9 to 12,Theater Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,"AP English Language and Composition, AP English Literature and Composition, AP U.S. History",Arts,0.89,0.88,0.78,0.49,NA,Open to New York City residents,NA,2019-20,198,0.586,140,0.414,5,0.015,277,0.82,42,0.124,6,0.018,8,0.024,69,0.204,9,0.027,278,82.2%,83.4%,3
12X478,West Farms-Bronx River,290,355,0,9 to 12,0,0,0,0,0,0,0,0,0,0,122,83,81,69,BRONX,9 to 12,The Cinema School,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,"AP English Language and Composition, AP English Literature and Composition, AP U.S. History",NA,0.78,0.73,0.55,0.49,NA,Open to New York City residents,NA,2019-20,196,0.552,159,0.448,6,0.017,61,0.172,268,0.755,11,0.031,9,0.025,73,0.206,17,0.048,300,84.5%,87.2%,2
13K595,Bedford-Stuyvesant,364,392,0,9 to 12,0,0,0,0,0,0,0,0,0,0,114,103,88,87,BROOKLYN,9 to 12,Technology,Health Professions,NA,NA,NA,NA,NA,NA,NA,NA,"French, Mandarin, Spanish","AP Biology, AP Calculus AB, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Music Theory, AP Statistics, AP U.S. Government and Politics, AP U.S. History, AP World History",NA,0.91,0.86,0.45,0.82,NA,Priority to District 13 students or residents,Then to Brooklyn students or residents,2019-20,207,0.528,185,0.472,15,0.038,308,0.786,34,0.087,20,0.051,15,0.038,52,0.133,2,0.005,314,80.1%,63.3%,3
02M418,Lower Manhattan,666,674,0,9 to 12,0,0,0,0,0,0,0,0,0,0,151,204,158,161,MANHATTAN,9 to 12,Millennium High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandarin, Spanish","AP Biology, AP Calculus AB, AP Chemistry, AP English Language and Composition, AP English Literature and Composition, AP U.S. History, AP World History","Math, Science",0.98,0.95,0.7,0.9,NA,Priority to students who live or attend school south of East Houston or West Houston Street,Then to Manhattan students or residents,2019-20,389,0.577,285,0.423,334,0.496,20,0.03,77,0.114,41,0.061,202,0.3,91,0.135,1,0.001,340,50.4%,50.1%,4
10X243,Belmont,607,328,286,6 to 12,0,0,0,0,0,0,0,94,96,96,85,92,71,80,BRONX,6 to 12,West Bronx Academy for the Future for Current Students,West Bronx Academy for the Future for New Students,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP English Language and Composition, AP English Literature and Composition, AP Spanish, AP Studio Art: 2-D Design, AP U.S. Government and Politics, AP U.S. History",NA,0.86,0.83,0.75,0.53,NA,NA,NA,2019-20,290,0.472,324,0.528,12,0.02,103,0.168,487,0.793,4,0.007,8,0.013,163,0.265,86,0.14,576,93.8%,93.2%,3
08X293,Schuylerville-Throgs Neck,465,431,0,9 to 12,0,0,0,0,0,0,0,0,0,0,132,115,100,84,BRONX,9 to 12,Renaissance High School for Musical Theater and the Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP U.S. Government and Politics, AP World History",NA,0.76,0.88,0.91,0.46,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,255,0.592,176,0.408,16,0.037,100,0.232,281,0.652,7,0.016,27,0.063,95,0.22,17,0.039,333,77.3%,81.9%,2
12X267,Longwood,579,315,216,6 to 12,0,0,0,0,0,0,0,71,74,71,76,81,73,85,BRONX,6 to 12,Bronx Latin for New Students,Bronx Latin for Current Students,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP English Literature and Composition, AP Environmental Science, AP Spanish, AP Statistics, AP U.S. History","Math, Science",1.05,0.98,0.91,0.89,NA,Open to New York City residents,NA,2019-20,244,0.46,287,0.54,11,0.021,105,0.198,405,0.763,4,0.008,6,0.011,138,0.26,55,0.104,Above 95%,Above 95%,90.2%,4
03M860,Central Harlem South,354,248,73,6 to 12,0,0,0,0,0,0,0,27,23,23,73,67,59,49,MANHATTAN,6 to 12,The Douglass STEM Institute for New Students,The Douglass STEM Institute for Current Students,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Statistics, AP U.S. History",NA,0.78,0.9,0.66,0.43,NA,Priority to Districts 3 and 5 students or residents,Then to New York City residents,2019-20,137,0.427,184,0.573,3,0.009,197,0.614,103,0.321,7,0.022,11,0.034,80,0.249,31,0.097,273,85.0%,89.5%,2
04M435,East Harlem North,1625,1647,0,9 to 12,0,0,0,0,0,0,0,0,0,0,384,413,435,415,MANHATTAN,9 to 12,Science & Mathematics Research,Bilingual Spanish Science & Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Art History, AP Biology, AP Calculus AB, AP Calculus BC, AP Chemistry, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Macroeconomics, AP Physics, AP Spanish, AP Statistics, AP U.S. Government and Politics, AP U.S. History, AP World History",NA,0.95,0.92,0.86,0.79,NA,Priority to students attending Isaac Newton Middle School for Math & Science,Then to District 4 students or residents,2019-20,827,0.502,820,0.498,353,0.214,322,0.196,838,0.509,27,0.016,107,0.065,228,0.138,96,0.058,1326,80.5%,76.0%,4
17K600,Crown Heights South,1221,1253,0,9 to 12,0,0,0,0,0,0,0,0,0,0,415,355,226,257,BROOKLYN,9 to 12,Health Career Professions,Bilingual Haitian Creole,Gateway Honors,NA,NA,NA,NA,NA,NA,NA,"American Sign Language, French, Haitian Creole, Spanish","AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP U.S. Government and Politics, AP U.S. History",CTE,0.73,0.87,0.66,0.51,NA,Open to New York City residents,NA,2019-20,966,0.771,287,0.229,18,0.014,1098,0.876,106,0.085,16,0.013,15,0.012,215,0.172,88,0.07,887,70.8%,76.0%,2
11X270,Williamsbridge-Olinville,377,363,0,9 to 12,0,0,0,0,0,0,0,0,0,0,100,88,98,77,BRONX,9 to 12,Academy for Scholarship and Entrepreneurship,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Literature and Composition, AP Environmental Science, AP U.S. History",CTE,0.68,0.84,0.42,0.42,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,177,0.488,186,0.512,1,0.003,233,0.642,112,0.309,4,0.011,13,0.036,71,0.196,21,0.058,282,77.7%,79.4%,1
18K563,East Flatbush,730,620,0,9 to 12,0,0,0,0,0,0,0,0,0,0,127,127,165,201,BROOKLYN,9 to 12,It Takes A Village Academy,Engineering Academy,Science Institute,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP U.S. Government and Politics, AP U.S. History, AP World History",NA,1.05,1.07,0.94,0.89,NA,Open to New York City residents,NA,2019-20,266,0.429,354,0.571,15,0.024,540,0.871,43,0.069,10,0.016,12,0.019,101,0.163,103,0.166,436,70.3%,78.6%,4
05M369,Manhattanville,356,379,1,9 to 12,0,0,0,0,0,0,0,0,0,1,132,110,80,57,MANHATTAN,9 to 12,Urban Assembly School for the Performing Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP Psychology, AP Statistics, AP U.S. History",Arts,0.68,0.76,0.75,0.64,NA,Open to New York City residents,NA,2019-20,297,0.782,83,0.218,8,0.021,193,0.508,168,0.442,9,0.024,2,0.005,89,0.234,24,0.063,311,81.8%,87.1%,1
03M479,Clinton,1380,1469,0,9 to 12,0,0,0,0,0,0,0,0,0,0,366,369,389,345,MANHATTAN,9 to 12,The Beacon School,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Biology, AP Calculus AB, AP Chemistry, AP Physics, AP Spanish",NA,0.94,0.9,0.9,0.82,NA,Open to New York City residents,NA,2019-20,920,0.626,549,0.374,144,0.098,222,0.151,300,0.204,162,0.11,641,0.436,193,0.131,1,0.001,405,27.6%,32.4%,4
03M307,Lincoln Square,397,409,0,9 to 12,0,0,0,0,0,0,0,0,0,0,109,110,97,93,MANHATTAN,9 to 12,The Urban Assembly School for Media Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition, AP Environmental Science",NA,0.75,0.82,0.81,0.52,NA,Open to New York City residents,NA,2019-20,215,0.526,194,0.474,7,0.017,119,0.291,266,0.65,10,0.024,7,0.017,67,0.164,10,0.024,352,86.1%,85.1%,2
